element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Se,-3.0976737,-1.8190348,-1.2537742,1.7444775,-3.8546488,0.518609,3.6632986,3.3722472,0.98562837,3.5807436,-3.1956434,-3.139791,3.4356987,0.64508665,0.47650477,-0.5697474,0.69720775,-0.5284845,-8.364761,1.1617236,1.9982154,-1.7345058,2.5076158,-3.8375835,3.0531995,-5.0935044,4.219662,0.26905605,-2.8781075,-3.4234555,3.5920987,-0.65098155,4.716411,-1.7044449,1.6712093,3.8668742,1.7955078,2.7521546,-0.31347862,-5.3521276,1.1239507,2.2421565,3.2935014,-1.2150226,-0.6442225,1.8318594,0.23935123,-0.30087814,2.7078388,1.6593205,2.604524,-0.44399032,-3.0962367,-0.30381116,1.2465636,-4.0573697,2.239213,2.430515,1.1347737,-1.2041341,-0.014059296,1.4671801,-1.2349526,0.27464122,4.303102,-4.84238,2.2531896,2.9593806,-2.998922,1.3332286,3.6132717,-4.883788,-2.7583857,-4.271334,-0.7359854,-1.2101341,0.06362339,0.4797823,-4.4968686,2.2766635,0.94551486,-0.8652992,-2.2511609,-2.0102372,-2.236619,-1.4003822,0.44928274,1.0304297,4.881549,-2.968259,3.0937152,1.3297476,0.26057923,-3.5514934,2.2776082,-2.2501597,-3.3170142,-0.9030174,-4.3878965,2.128786,-0.4808157,-1.644601,-2.0345507,-0.7935913,0.47798923,3.6334336,-3.854201,-2.387029,-5.4008327,-1.4382204,0.38154238,-0.43806684,2.1410506,-3.6133127,-3.476837,0.40238234,3.787115,1.0441916,-3.0383875,2.2588444,-1.7731495,-7.3751707,-3.028474,0.5899194,-0.27241722,-4.376807,0.07317351,1.8487818,-0.6754753,-0.9245447,1.9571435,-0.19057205,1.4822196,-4.0714526,-1.0758375,3.5511365,1.7909809,0.48993614,6.272485,-2.0875094,-1.4571925,2.5556586,1.7664795,0.39543527,0.9014257,0.65643704,-0.5841444,-4.83587,-3.7571177,1.4628254,1.2004007,1.298207,2.2057173,-4.2134914,-0.9586922,-2.1279337,1.459683,-1.4702331,-4.3964453,3.7415307,4.3128905,1.6963996,3.1148925,-1.755579,1.3775635,4.9770174,-1.9971584,2.2586238,-3.5679893,0.13279064,-3.1984751,-1.3720664,-1.4771099,3.305964,-3.51973,1.4130497,2.552207,-1.6400423,-4.2118263,-0.84266245,6.142163,0.48947707,0.26298225,-3.227212,2.1894238,-4.782428,-2.26991,6.528464,-6.494504,-3.730763,-2.4914958,-2.781206,-1.0626338,-1.6832306,-2.0481305,0.2282927,3.6280937,-2.4537723,-0.5745477,2.2179942
Br,-2.0987546,0.2600496,-1.6521176,-1.6306654,-3.0043564,-1.1197197,2.444546,1.5391043,-0.077175595,1.3497837,1.3356154,0.43428925,3.1116374,0.7328696,1.7445984,0.0953229,-1.6458412,-3.7083104,-4.5006566,-2.8856497,2.5990684,-1.2516086,0.75678486,-0.51442987,-0.4486817,-0.5986382,2.7040215,1.9167204,-2.4482656,-3.7285564,4.074496,-0.027210174,2.4537463,-3.8553853,4.80215,2.5145524,1.824881,0.44290787,0.16592494,-0.7440488,0.8500979,1.5325725,3.400621,-2.5134096,0.4873451,1.7137516,-1.5073715,-0.14401105,2.55778,0.9195959,0.84093815,2.1110666,-2.9457614,1.2227414,-0.89082694,-4.2068124,0.7517622,3.792578,0.65644145,-0.09878767,-0.7389586,0.15558529,-1.1834207,-3.3067882,3.6605594,-3.4801745,-0.651452,2.2041426,-3.3678281,3.4986231,1.2525644,-3.8735034,-3.848289,-0.006177639,2.6570265,-1.5140864,0.62913346,-0.042334404,-1.7037071,1.6292889,2.9242718,1.8916436,0.87268543,0.72445977,-0.046113625,-0.33387005,0.84883565,2.0057137,5.3149667,0.28370684,1.3476465,2.8290856,1.1259396,-4.127706,2.477801,-4.1336145,-5.406088,0.6583324,-3.1186612,1.7406349,-1.9969803,-3.6173651,-2.3654313,-2.8084848,1.4854394,-0.20248502,-1.8231206,-0.06796384,-4.3745513,-3.6280637,-1.4954115,2.5216155,-1.0677165,-5.3218107,-4.5392857,0.7684016,1.2227299,-2.3256097,-2.1069658,0.23468378,-1.0766939,-4.065146,-2.6533785,-1.849831,-1.7663616,-2.066503,-1.6333,1.4923761,-0.16097483,-0.8684876,0.17481148,-0.37100068,-0.5726414,-1.159004,-0.28175282,2.6191962,1.483737,1.748589,3.714095,0.36614898,-0.8014426,0.6008722,0.2914565,0.77451485,3.5102923,1.6274154,-2.4280815,-3.5918083,-2.188555,-2.973746,-1.7662371,1.695409,-2.0304456,-6.092788,-3.089895,-0.048964117,-1.0143552,-1.4702911,-2.0760126,3.0212812,1.9028342,2.047283,4.5260253,-0.695703,-1.4472747,2.083294,0.7140419,-0.26113456,-0.76850164,0.4356095,0.47451416,-2.7337613,0.7066824,1.4205267,-0.9184791,0.9571762,-0.1461364,-1.5597283,-3.416614,0.331329,4.4550376,3.1005774,0.09475765,-0.20025647,-0.34649792,-2.037164,-3.5600626,2.2292175,-3.229615,-2.4501224,-1.2087448,0.9562546,-0.31812766,-1.3584015,-1.9578282,3.1392794,1.6933707,-2.0230012,1.1688039,2.2402472
Kr,-0.2247877,-0.45527393,0.27335012,0.12636843,0.55540377,0.40561706,0.8313185,-0.59634787,-0.8835923,0.5846225,1.4854817,0.827906,-0.27594945,1.0526389,-1.6863352,1.0632488,-0.10154988,1.2056825,-0.81621933,1.0698253,-1.9895785,-0.94939834,0.31377074,1.404209,-0.51396346,-0.28399688,-1.8220582,-1.1535056,1.5006421,0.34055132,-0.3427472,-0.09374355,0.04941347,0.27746916,1.1236573,0.31355438,-1.0407592,0.59238255,-1.0333891,-0.13489342,-0.45176983,0.3758024,0.45526192,-0.8950032,0.3800913,-0.38708076,-2.199338,-0.03965638,0.22560175,0.84779453,0.005001606,1.5498744,-0.4632818,-0.7798754,-0.08542864,-0.15149583,0.890929,0.49405858,1.5119544,-0.8685771,-0.44376728,-0.21745515,1.1976618,-2.4404562,0.16221441,-0.79460466,-2.022179,-1.4172724,-0.3497613,1.6109346,-1.6445417,0.29014644,-0.91275805,1.1370203,0.11651414,-0.6952777,-0.97860175,1.5189625,1.2032095,0.22435454,-0.07521765,1.3260626,1.2309505,-0.69404274,-0.49792084,-0.4530924,2.0497031,-0.97504264,0.07469703,1.3428159,1.3636647,0.525799,-0.04210939,0.003307037,-0.6678333,-0.90957797,-0.122128785,0.48414123,-0.96916527,0.019405803,0.9349237,-0.45862737,-0.12387799,-0.64371145,-0.17491683,0.9293022,0.033718217,-0.09257988,-1.3975167,-0.41069624,-0.7033121,0.8515478,-1.7434168,0.009615092,-1.2913886,-0.24238147,-0.80053085,1.6001486,0.52218693,0.8477858,-0.1239285,-0.6598453,0.32008836,0.59201676,0.15538512,0.31567392,0.09901721,2.301653,-0.13271835,-0.7521671,0.053757247,0.7067648,-1.1412553,0.7875376,-0.7662012,-0.35231504,-1.2512718,1.0607688,1.3368152,-0.723726,0.4528957,0.5248221,-0.23266292,-0.8437427,0.27929103,1.6323382,-0.2658166,-1.1958557,0.43741405,0.52188784,0.40033412,-1.4109693,-0.53261983,-1.31164,-1.3835207,-0.65304416,-0.3268372,-0.29439774,1.0657365,0.29014945,-1.8292029,0.39170435,-0.25635734,1.8429908,-1.4301641,-0.868951,1.1284353,-0.73730767,1.4815989,0.78296876,-1.9855374,-0.46373796,0.9269574,0.059791528,-0.31425607,-0.02619726,-0.42219833,0.9224324,-0.43095315,0.5328155,0.07035528,1.1565099,0.33767205,0.8642295,-0.24679103,-0.07491394,-0.58153796,-2.1267507,-0.1883054,1.1773659,0.047172837,2.344035,-0.09764395,0.040249974,0.99527735,-0.8083476,-1.504434,-0.70117575,0.4821234,0.19331795
Rb,-5.2414517,2.697204,-2.135567,1.8689821,-3.7716293,-2.3766015,3.0999925,1.6788797,-1.7119659,3.4738884,2.1477394,-0.7546045,-5.028013,-0.520903,1.4757732,0.8747113,0.44107687,-2.1782546,-3.592503,-0.39304057,4.7491693,1.4311212,-0.549091,0.31154573,2.8039896,1.1145285,4.5294127,2.2441475,1.4348011,-4.6282015,4.0333314,-1.0332793,1.9529514,-1.3350047,1.0781327,-0.11776924,2.3919642,1.4107977,-2.060203,-1.0676396,-1.5880293,2.9310203,4.745853,-2.5297098,-0.5538969,4.340513,-2.5003378,-1.3593885,1.5817842,-0.9679368,3.2478533,4.644598,2.256899,3.8851538,-4.4831605,-1.2955565,0.14074372,-0.7433783,0.043827165,0.23207363,2.5386715,-2.6486988,2.767973,-4.877928,1.2549205,-2.7712142,-3.6078153,0.30835295,-3.5205784,4.045888,2.480024,-3.6882787,-2.2818158,-0.27255622,-2.1241653,-2.1000216,-0.10038015,0.29015112,-2.6801536,1.6588696,1.8268342,-2.5450177,-2.877155,-1.7930329,-1.6165578,-1.1916547,0.5985371,1.6180743,5.542804,0.62080634,-0.16551687,3.2329223,0.17071402,-5.0742517,1.4929507,-2.096693,-4.635265,-2.0319645,-2.6800826,-2.516281,-1.2575703,-2.6345098,-1.5514934,-0.046070315,-0.48402196,-0.40168342,-4.2708063,-3.337713,-1.1076555,-3.417276,-2.4740949,2.7869534,-2.0175893,-2.0528243,-3.3183732,-0.030723857,3.4254727,0.13025738,0.20480317,3.6067193,-0.5594134,-4.2669406,-2.6009586,-4.565772,-0.2504979,-0.8882888,0.3136924,7.0034833,-1.7891537,-3.1814282,-2.631855,0.7571015,-2.0927858,-1.7369782,-2.863155,2.0865035,5.7693615,0.3620065,2.9751132,-2.4105349,0.49078232,4.862616,-1.0023633,-1.9268384,-0.53857404,0.4129618,-4.40753,-1.5584259,-0.29300037,-0.40744942,-1.8411006,-0.41962624,-1.4460615,-2.0929947,0.37054688,-0.8230391,0.8832691,-1.908239,-0.931485,1.9020404,3.5019855,1.4487107,6.6093616,-0.33018997,-0.33830115,2.298218,0.21485402,-0.9085222,-3.6911924,0.11094122,-1.236919,0.6789173,1.396883,6.3893013,-2.2286787,-0.5834134,3.392347,2.2618892,-3.176893,1.0021108,4.2114134,-0.13857172,-2.3205566,0.5259302,2.2248785,-1.8529217,-1.1343975,2.3379169,-1.7582573,-1.1879113,0.34408563,-2.4924805,-1.6166812,1.6884224,1.5443506,1.9928092,4.532396,-7.375723,-3.9804215,3.583017
Sr,-6.9940286,1.9581536,-3.0753503,5.5728707,-0.659573,-2.3366923,0.738108,7.273189,-7.491616,2.9175708,-1.9496298,-4.7115703,-0.74275535,-1.7400423,1.5488287,-7.375332,2.2159102,-5.906301,0.4921952,-1.8296298,5.840273,-1.124002,1.5245683,4.8734756,2.9966643,-2.4529886,2.2589326,3.4625056,1.3451916,-5.6585503,2.5827913,0.28773916,1.3908218,-5.091962,0.60145926,3.097271,1.6130139,-4.080665,-1.106669,-0.14733656,-2.282404,-0.59407103,2.586801,-0.69208467,-0.40458435,1.573064,-4.554883,-0.81071883,0.043980796,4.108452,-3.9544997,1.5704589,-1.4653263,4.607592,-5.751004,-2.9577975,0.33612612,0.24430236,-1.8469799,-0.26145697,-4.1810064,1.1683302,-0.08789436,-2.8984902,1.9980392,-5.077734,-6.3766704,2.179824,-2.1125374,2.257889,1.1169056,-2.8532028,-2.9876587,-2.4689746,0.010808476,-5.3679624,2.2084074,4.038253,-1.6762333,1.2500933,1.8253318,-3.5321784,-6.4428153,-2.2708383,-0.84641683,-1.4006283,1.0688511,-0.29758227,7.7318454,-2.8556314,4.5888715,6.955773,-2.004628,-5.484709,1.784452,-6.1434073,-2.435734,-1.7358938,0.78005046,-2.3414476,-1.4914166,-5.1817975,-3.6623359,-0.6865662,-0.62194395,2.5151248,-3.8660855,-0.05370082,-6.9765515,-2.5574841,-4.997953,1.7366984,-3.970591,-3.3390408,-2.813071,3.9095123,-0.31811675,-2.3004322,3.9096127,1.471515,-2.7950623,-2.9880385,-3.468363,-1.426165,-5.215604,-1.6821759,3.2624185,5.4928865,-7.3214107,0.9959615,-2.0927422,-0.8790441,0.38296482,0.76869905,-1.0524842,-1.5677366,5.7691293,-2.8310533,2.5007432,-1.5217906,2.3380919,5.7457414,-5.014858,-0.15278587,-0.5699255,-1.1324848,-6.0387526,-2.5847018,-2.4321039,-0.8814278,5.285381,-0.09273584,-3.2238252,-1.4498528,-0.40791494,-0.14677382,-0.94867784,-3.920588,-2.0125735,4.631684,3.0300162,1.8078681,0.73515946,0.8320934,-1.5452309,2.445498,-0.1794524,-1.6692914,-4.31667,1.8532327,-1.8283174,-5.014207,2.6272483,5.7312155,-2.805004,-1.2269455,3.073814,-1.3518393,0.12496499,0.50868624,6.488222,1.9560324,1.2195808,-3.7161007,4.875697,-2.9124558,-1.3072091,3.229896,-1.7049439,-0.84198767,-1.8642818,-2.9681368,0.30972567,2.9285398,-1.0017897,1.1651697,-0.15166341,-5.605302,-0.3639632,2.3030195
Y,-4.251191,2.2204669,-1.5992769,1.3852663,-1.9386622,0.17612629,3.5133572,0.81653523,-1.5374252,2.2998104,-0.84664446,-2.914201,-0.493651,0.055797394,0.5138175,-3.0633793,0.56338596,-4.3213773,-4.7032957,-1.8269293,4.062652,1.3412808,0.16190463,1.3070289,3.3016512,-2.924744,1.4679343,0.1474462,-1.9367545,-1.3952734,3.0290868,0.08478916,-1.6799707,-3.5301297,1.0927726,0.7083338,1.6569917,-0.72789186,0.3153192,-0.14973533,-0.7594011,-0.17458165,4.411226,0.95545965,-1.4108604,2.6209764,-1.7596054,-4.2731895,2.6939504,3.1374345,1.1530201,2.4235952,-1.6547678,2.9210622,-2.9564626,-1.8673395,1.6654948,1.9808477,-2.0345411,-3.389026,-4.3857017,0.79001415,1.4613891,-1.8869941,2.8027353,-1.1372453,-4.772907,3.6991534,-4.341899,1.2997918,1.0310749,-4.9124885,-1.7538154,0.3103788,-0.5783863,0.1101965,-1.0791979,-0.10615524,-3.748268,1.5110525,-0.09004538,-0.5563554,-5.0842495,-0.530779,-1.1376839,-1.0358548,0.6280683,0.03263728,4.7215505,-0.82563555,0.22698428,1.1872301,-1.6670527,-2.5638402,3.4251575,-3.8325884,-2.3438082,-0.30931672,-2.3863733,-0.59746665,-3.0322578,-3.8560686,-2.4151573,-0.12010644,-1.2572572,0.008567737,-1.0032309,-6.218752,0.2827398,-1.7034998,-1.1938883,3.8386,-4.222523,-2.0847821,-3.3473673,2.78298,3.4965773,1.4738497,0.14043683,3.6315615,-2.5112422,-3.3352163,0.9285531,-2.697603,-2.1070187,-1.6701828,-0.6340832,6.413657,-0.6222442,-1.5056485,-0.43059266,-0.54517955,-2.2583978,-1.9224769,-1.56354,1.8468424,0.37072217,-3.7276416,1.6734104,-2.6617734,4.185101,1.586646,-2.4732144,-3.7043788,3.2112095,0.4369078,-2.8991926,0.41514933,-1.4445224,-0.6669763,3.3997226,0.60255605,-4.7938905,-1.958288,-1.2699459,-1.920079,3.7643032,-1.9071488,-2.108145,2.6152215,2.289471,-0.122171134,4.737513,-0.6499131,-0.70578575,2.0603995,-0.7302877,-2.1170678,-5.1226025,-3.9647079,1.6583966,-3.543141,-0.12117284,6.139418,-3.4139524,-2.2360299,1.9197203,-1.186922,-0.6318812,0.5313562,1.6106341,1.353398,-2.1809,0.7544127,1.9863486,-3.1694658,-2.1721075,3.525776,0.9148688,-1.6069926,0.12075932,-4.1380687,0.5671932,0.45634788,0.54600066,0.80607843,3.4492552,-6.113526,-2.5311918,3.7036898
Zr,-1.0620044,2.8589334,-1.8125625,0.38619396,-0.36520174,0.37358075,3.1864407,3.5886316,-3.2759106,2.549811,2.5721974,-3.4973347,-3.992391,-1.8871927,-1.3275453,-1.5974703,0.10187781,-2.3084044,-6.377757,0.6743523,2.8143718,-0.20697072,-4.2007155,3.0538113,1.8442715,-0.2060942,1.0855535,0.7883581,-0.72487754,-3.0598571,2.9429934,-1.3937736,2.5714073,-3.2982721,-1.606566,0.19415939,-0.31914413,-1.5202707,-1.15104,-1.9554058,-0.77417445,1.3547693,3.4940886,0.59000224,1.5812414,3.1833358,-0.40883228,-3.2257695,1.8974248,0.13978548,1.7907548,3.2337527,-2.4037051,1.9310863,-4.3226433,-2.0629385,0.43597746,1.762592,0.05264242,-3.068256,-0.51570857,0.3263504,-1.9699436,0.6228337,2.7537525,-2.323138,-2.3604443,4.8700542,0.20163848,2.8948233,0.7446954,-2.075683,-2.3584304,-2.2473912,-0.2966533,-1.2499588,-2.956982,1.3336382,-2.1167223,2.1262183,1.9645982,-2.411611,-5.66655,0.5861216,-1.1044838,-1.4617105,1.0340351,1.8915819,5.966039,-0.22231811,1.2768611,2.355024,-1.7757251,-5.171365,3.204376,-3.5951738,-4.7084155,-1.7326783,-0.14857589,-1.1446309,-2.0713003,-4.1223974,-2.4110982,1.6397372,-2.9278865,-0.10058247,-4.171136,-6.466157,-2.3058977,-1.9262763,-2.6333761,2.1885433,-0.7516863,-3.615428,-1.2453096,2.0942247,3.0266058,-0.8480527,0.3549443,5.3617234,-2.7555044,-1.596181,-0.16410379,-3.6887748,-1.5034136,-4.7347717,2.1990817,7.008252,-4.6140246,-2.8239913,-1.1464963,0.10736215,-0.54135996,-2.0737183,0.4503584,-0.56299984,1.1165202,-0.26324096,0.80951804,-1.4055327,-0.8533628,3.0227818,-0.5276075,-1.8967187,0.421268,0.9036374,-0.6205435,-2.1890936,-4.710569,-1.6416676,0.28942245,1.2098626,0.117779106,-2.086417,-1.5664328,-4.0196867,3.0743484,-0.58526194,-2.243709,1.0969663,3.3781,2.5511978,1.0029391,0.5465859,-1.3551501,1.0392541,0.059344064,-1.5551875,-1.2510695,-4.061597,-0.7962086,-2.8095999,1.4864572,5.7601566,-1.4098313,-1.6005845,4.894612,-1.4880445,1.1516991,2.9405835,6.3207617,4.510926,-0.851424,-0.9969696,2.8316667,-4.01132,-0.48075494,2.480702,-1.3061434,-3.7604969,0.54116285,-1.2789683,-1.3085978,-1.3309376,2.1598816,0.5001317,3.680035,-4.3573885,0.5539728,5.588824
Nb,-3.595956,3.331678,-2.153073,-1.9898667,-3.4340577,0.23584281,2.2196453,3.82207,-1.8429272,1.458771,0.9821181,-4.1965528,-4.1021876,0.007049017,-0.6729884,0.13888292,0.051421687,-3.8444805,-4.1778817,0.7816112,4.9099903,2.0991423,-2.373528,2.1715407,4.053239,-2.162641,3.898863,0.19497171,-1.5559701,-2.773809,1.4065626,-0.8920701,4.330351,-0.7235329,0.80808634,-0.5157489,2.4648116,-1.6064368,-2.3740466,-0.76955634,-3.1034951,1.510623,3.6443892,0.74615467,-0.49452016,3.1528707,-2.5707252,-0.8280231,-2.7367153,2.1349263,0.24032952,3.3681412,-0.5898121,0.37344965,-1.604755,-3.326002,-0.5528769,1.3666962,-0.6094178,-1.8579702,-0.8363208,-1.9737506,0.05925284,1.0648667,4.222916,-1.2360514,-3.6471117,3.4348993,-1.687958,2.0889592,-0.9988319,-5.0284576,-1.0662533,-1.5809554,-0.3728931,-1.8027152,0.41591388,0.9839386,-1.7359794,2.3756373,-0.40276316,-2.4465597,-4.170851,-0.32861662,-1.8036338,0.5650373,1.337464,-1.1475312,3.3023055,-0.42197734,4.8642383,-0.93431205,-0.66575396,-2.6335406,0.8445979,-7.070102,-2.822266,-0.478101,-1.9055575,0.30527073,-3.5777245,-2.5594807,-4.2478433,-0.31091264,-1.2288864,1.1795831,-2.0520964,-3.7768536,-4.139139,-4.2361693,-2.9799728,2.2153802,-0.76571345,-2.407704,-3.7061388,5.8404155,2.8118002,-3.157747,-2.0370214,2.3911188,-1.350758,-3.9147625,-1.731321,-0.9126555,1.0041847,-0.6806403,3.9124455,3.0986564,-2.2341642,1.009567,-1.4974228,-1.1458523,0.6867648,-0.7000326,-0.13762173,0.30352005,4.0864577,1.3825598,1.4990261,0.19483739,1.8984506,4.6477113,0.4046785,-1.27035,1.3035995,-0.095117316,-1.2980415,-3.9422896,-3.122447,0.101053424,2.5994484,2.4334817,-4.6135893,-3.937632,-4.801985,-0.5895134,-1.8376551,1.04284,-1.8184665,3.0553622,3.4592185,3.1770782,3.9599226,2.7196574,-0.42196646,2.3834107,-3.5157323,-0.016015952,-2.8135085,-3.3280783,-1.517011,-0.39057648,2.4005215,1.0432217,-2.8254068,-0.8357887,5.219103,-2.6708808,-1.3856751,-1.0687234,4.4784837,3.7504601,-2.547155,-0.8444859,2.3476017,-2.2998474,-0.64985895,4.146316,-0.045008954,0.93686855,-2.8596957,-2.8131483,0.62575924,1.6484181,-1.6322829,2.2319481,1.5191468,-6.0090985,2.1543002,4.1964855
Mo,-3.1561005,2.2784553,-2.646899,1.7429072,0.23654725,-0.62794137,4.799258,0.81138396,-2.0928895,1.4859747,0.70546544,-3.244344,-4.426868,-0.11262629,-0.95022666,2.883548,1.3645428,-3.9303293,-4.307326,-0.34588945,2.8170898,0.17608495,0.7733425,2.4240837,2.5125582,1.8165966,3.904319,3.9503367,-2.2030258,-2.875909,3.0214412,0.41742438,1.5238274,-3.012537,0.4523785,1.4385495,4.9118037,0.55550206,1.6927088,-0.010296769,-2.350126,1.4495738,4.1379457,-0.36690536,-0.85928106,5.8570356,1.3553591,-0.9999411,1.1547583,1.3635179,1.4798452,2.1976838,-1.4013501,3.7282488,-2.4007237,-2.3026993,3.8787484,2.9644525,2.67525,0.81529856,-2.123448,1.4778025,2.1044297,1.3952011,1.2628913,-3.4243102,-3.1454823,5.839951,-0.34409392,1.0130208,1.7140132,-2.9719,-2.431663,-2.5829873,-0.43516383,-2.5143669,-1.4202538,0.16669,-4.0420613,4.093163,0.49340916,-0.84487087,-5.232946,-2.2258685,-3.081639,-0.019497469,0.06357035,1.3992481,4.5506463,-1.1018267,1.6866033,1.6431137,0.3692883,-4.261087,-1.900182,0.5668059,-2.0865135,1.4750586,-2.9262831,-4.048029,-1.7391553,-2.3643298,1.424861,0.645369,-0.15177995,2.3635514,-3.508432,-3.3787706,-3.557261,-3.5917928,-1.8869126,1.5102743,-2.4837985,-2.9964879,-2.3780012,0.82224596,1.6653395,2.3727748,-1.9042584,3.6798282,-2.2745056,-4.5639877,-1.1873952,-1.7300895,-0.24672168,-4.5791807,3.4675102,4.7726336,-0.9018429,-0.77009636,-2.0714023,-1.6186241,-1.9438653,-2.9597375,1.3014618,1.2106824,2.1718047,-2.052075,2.966423,-2.0186353,2.0156393,5.1483903,-1.6930233,-2.5087783,2.1726112,0.46022746,-3.9196088,-3.7285793,-5.36598,0.042099338,1.8965974,-0.01446176,-0.09277935,-4.011732,-5.149836,-0.7738623,-3.3720176,0.28819892,-1.7012715,3.9168806,4.3708763,0.20089948,1.9917418,0.69255704,-0.99122083,2.6004431,2.251441,0.3127864,-4.2833924,-1.6055701,-0.20368592,-3.0329225,1.6437508,5.1273065,-2.4178767,-0.41868305,3.0205932,-0.6481233,-8.364507,-0.62659025,4.221147,5.299587,-1.6217011,-1.9245849,0.7013418,-4.2496433,-1.0064987,-0.30374694,-1.6615472,-0.8820481,-0.8508269,-3.5703218,-0.64152324,1.0029796,0.07464742,0.3365837,0.06049602,-4.642146,-2.4362824,3.2206068
Tc,-1.5152398,3.4573998,0.4334353,0.43089366,-3.2932205,-1.1560479,3.163162,1.8903352,-0.88296396,-0.09396581,2.95728,-1.6284156,-1.3294944,1.0494435,2.0387118,0.574174,0.78345746,-2.2019703,-1.9661813,-0.7336459,1.7455457,1.2579845,-0.006677297,-0.63733363,2.2299027,0.33218026,1.2184806,2.058297,-0.93907434,-1.0482521,-2.0921533,-1.9125422,1.984898,-0.62209755,0.78211963,4.4047203,-1.9225049,-1.4643226,-0.96708506,-2.2368927,-0.74050957,-0.013162063,3.8477347,-1.5829659,-1.9719985,2.8246489,-0.53563976,-1.6936095,-0.06656413,0.066428706,2.0960848,3.4200156,2.412231,0.9142317,-3.3521638,-0.9378922,-0.52554125,-0.2129504,1.4666829,-0.6817677,0.068529546,-2.2660928,-2.006908,-2.7235944,0.9563605,-2.0079908,-1.0520695,-0.34086844,-0.75083864,4.577153,-0.72741854,-0.67321706,-2.209197,0.79248494,0.12936229,-1.3197093,-1.8077577,-0.7722876,-1.890135,1.4101777,-1.5125041,0.9643942,-1.82094,1.2469075,1.4662217,-0.3359813,-0.023491293,2.517898,1.7782549,0.5129414,-1.6610748,2.3816404,2.0026982,-0.9559903,2.1131968,-1.628741,-3.2470198,0.4901822,1.511486,-0.67423314,-2.8693254,-0.7632221,-2.581554,-1.8443731,1.7850245,-0.15831153,-0.9826266,-1.1015885,-3.138289,0.7062585,1.1358029,2.306388,-2.0768247,-2.0164943,-0.8801623,1.2681481,2.5116906,-1.29754,1.710167,1.7013444,-1.3517896,-2.785188,-2.688602,-2.6916556,0.81243837,1.9421806,1.0787544,2.9362724,-2.4572315,0.6966386,-0.36355978,-0.6878582,-0.045532092,-1.235946,-0.29920128,-1.0935202,3.3013039,0.65982115,-1.1335536,1.1118801,-2.3061068,2.6983593,-1.827052,-0.23468374,-2.6998107,1.0606945,-2.5911293,-3.0824544,-2.3095093,0.09667946,0.4960095,-1.8448292,-2.981342,-2.1600196,-0.37506744,-2.4158652,0.35726523,0.91590047,-3.2542427,2.017499,-0.7340501,0.65104264,1.8176587,-0.67541194,1.0941433,-0.1429395,2.5133102,2.8937755,-1.5823914,-0.08477742,0.6966683,0.77704734,-0.47882718,2.9632928,0.9764867,0.28684926,2.1450672,1.3486521,-3.068945,-0.051062815,2.982969,3.4527025,0.2174673,2.0116825,2.456946,-0.38976768,-2.2196863,0.32549492,-0.4133923,-2.3568141,-0.1685031,0.213953,0.70101666,-0.9583134,-2.3256972,1.1695755,2.7545073,-0.23245874,0.37656805,1.3562659
